,state,city_or_county,address,latitude,longitude
25317,Texas,San Antonio,8000 block of Jones Maltsberger Rd.,29.5098,-98.4821
25321,Texas,San Antonio,2600 block of Nogalitos,29.3893,-98.5214
25348,Texas,Corpus Christi,10300 South Padre Island Dr.,27.6693,-97.2838
25350,Texas,Houston,,29.7654,-95.3663
25354,Texas,Harris County,,29.7752,-95.3102
25371,Texas,San Antonio,Hackberry St. and East Southcross ,29.3755,-98.4734
25379,Texas,San Antonio,1100 South Presa,29.4096,-98.4866
25387,Texas,San Antonio,,29.469,-98.5285
25398,Texas,New Waverly,FM 1375 East,30.5318,-95.5139
25415,Texas,Harris County,11800 Grant Rd,29.9771,-95.6005
25422,Texas,San Antonio,4100 East Southcross,29.3754,-98.452
25436,Texas,Dallas,2030 West Northwest Highway,32.8667,-96.9073
25438,Texas,Corpus Christi,6200 South Padre Island Dr.,27.701,-97.3558
25440,Texas,San Antonio,7200 Castle Wood,29.501,-98.3847
25453,Texas,Longview,,32.5069,-94.7305
25454,Texas,Georgetown,,30.6455,-97.6496
25457,Texas,Sugar Land,3100 block of Timber View Dr.,29.577,-95.598
25469,Texas,Harker Heights,100 block of East Farm-to-Market 2410,31.0733,-97.6739
25476,Texas,Spring,711 Leaflet Ln,30.0405,-95.4424
25507,Texas,San Antonio,7400 block of Castle Wood Dr.,29.501,-98.3847
25516,Texas,Houston,Avenue F and 78th Street,29.7339,-95.2849
25518,Texas,San Antonio,6100 block of Montgomery Drive,29.5113,-98.3687
25522,Texas,Houston,7800 Airport Blvd,29.6578,-95.2767
25523,Texas,Dallas,500 block of South Llewellyn Avenue,32.7413,-96.8321
25532,Texas,Houston,Walthall Dr and Arlington St,29.8322,-95.3945
25548,Texas,Bellaire,4800 Wedgewood,29.7155,-95.4629
25561,Texas,Dallas,2375 International Pkwy,32.8982,-97.0404
25581,Texas,Midland,9506 La Force Blvd,31.9371,-102.208
25596,Texas,Bellaire,4700 Wedgewood,29.7153,-95.4607
25597,Texas,Texarkana,2400 West 10th St.,33.426,-94.0704
25695,Texas,Dallas,2375 International Pkwy,32.8982,-97.0404
25701,Texas,San Antonio,800 Mariposa,29.4806,-98.5079
25713,Texas,Dallas,2600 block of Throckmorton St,32.8073,-96.8158
25715,Texas,Vidor,1700 E. Railroad St.,30.1337,-93.9963
25753,Texas,Lubbock,18th and Avenue J,33.579,-101.851
25757,Texas,Lufkin,Jones Street and Cunnigham Drive,31.3307,-94.7109
25778,Texas,Port Arthur,700 West Gulfway Dr.,29.8717,-93.9539
25800,Texas,Lubbock,18th Street and Avenue J,33.579,-101.847
25813,Texas,Bulverde,2100 block of Ridge Creek Lane,29.7749,-98.3383
25816,Texas,Gregory,Avenue B,27.9245,-97.2923
25848,Texas,Harris County,300 block of Airtex,29.9831,-95.4092
25850,Texas,Houston,2800 N Terminal Rd,29.9872,-95.3477
25912,Texas,San Antonio,3500 block of N. Ellison Dr,29.4688,-98.7066
25917,Texas,Midland,9506 La Force Blvd,31.9371,-102.208
25925,Texas,San Antonio,600 block of Market Street,29.4185,-98.4781
25944,Texas,Mineola,100 Debby Ln,32.6504,-95.4872
25985,Texas,San Antonio,1406 Bandera Rd,29.4653,-98.5656
25991,Texas,San Antonio,2700 block of Southeast Military Dr.,29.3516,-98.4471
25996,Texas,San Antonio,4200 Spiral Creek,29.474,-98.6309
26005,Texas,Smith County,County Road 2343,35.0464,-102.852
26038,Texas,Laredo,2900 Zacatecas St.,27.475,-99.4664
26045,Texas,Houston,8100 block of Howard,29.6783,-95.2637
26077,Texas,Houston,Honeyvine,29.6215,-95.3438
26100,Texas,Austin,3600 Presidential Blvd,30.2093,-97.6529
26121,Texas,Wichita Falls,North Scott Street and Sheppard Access Road,33.9272,-98.5085
26122,Texas,Dallas,2375 International Pkwy,32.8982,-97.0404
26128,Texas,Austin,6500 Champion Grandview Way,30.364,-97.7903
26156,Texas,San Antonio,1904 Bandera Rd.,29.4721,-98.5759
26211,Texas,Wichita Falls,4000 Armstrong Drive,33.9613,-98.4934
26213,Texas,Houston,12400 block of Sarti,29.9784,-95.4947
26231,Texas,Corpus Christi,3000 Cedar Springs Rd.,27.666,-97.3492
26278,Texas,Harris County,2400 Green Knoll,29.9541,-95.4589
26285,Texas,Houston,2400 block of Green Knoll Drive,29.9541,-95.4589
26290,Texas,Corpus Christi,1500 block of Stillman Ave,27.8012,-97.4176
26323,Texas,Harris County,12000 Sarti St.,29.9751,-95.4941
26356,Texas,Harris County,14100 block of Cornerstone Village,29.9879,-95.4796
26360,Texas,El Paso,5900 Deer Avenue and Pheasant Street,,
26378,Texas,San Antonio,900 block of Green St.,29.3942,-98.5151
26389,Texas,Amarillo,800 block of S Alabama St,35.2092,-101.87
26393,Texas,Harris County,6900 block of Lakeview Haven Drive,29.782,-95.0365
26404,Texas,Round Rock,100 block of Old Settler's Boulevard,30.535,-97.69
26420,Texas,Dallas,100 S. Glasgow Dr.,32.8053,-96.751
26427,Texas,Amarillo,400 block of S Mississippi St,35.213,-101.874
26444,Texas,Houston,Northpost and East Mount Houston,29.8896,-95.3288
26447,Texas,Alpine,600 block of Holland Avenue,30.3562,-103.666
26459,Texas,San Antonio,,29.469,-98.5285
26475,Texas,Hewitt,,31.4565,-97.1965
26476,Texas,Pleasanton,800 block of Dallas St.,28.9749,-98.4736
26493,Texas,San Antonio,7500 Louis Pasteur Drive,29.5066,-98.5714
26497,Texas,Dallas,8008 Cedar Springs Rd,32.841,-96.8486
26521,Texas,Kemah,1411 State Highway 146,29.5336,-95.0151
26523,Texas,Amarillo,2200 block of South Bonham,35.1897,-101.859
26566,Texas,Corpus Christi,4600 Ayers St.,27.7442,-97.4219
26570,Texas,Houston,East 40th 1/2 St.,29.8229,-95.3925
26591,Texas,Houston,7800 Airport Blvd,29.6578,-95.2767
26612,Texas,Harris County,3500 block of Deep Anchor Way,29.9471,-95.1407
26619,Texas,Houston,4141 Victory Dr,29.8696,-95.465
26627,Texas,Edinburg,2820 E. University Avenue,26.2971,-98.1328
26656,Texas,Amarillo,7550 Hillside Road,35.1488,-101.923
26661,Texas,Amarillo,,35.206,-101.841
26690,Texas,Houston,Northborough Drive and Kuykendahl,29.9603,-95.424
26694,Texas,Belton,120 Bremond Street off of Waterworks Road,31.056,-97.4645
26718,Texas,Belton,120 Bremond Street,31.1232,-97.5314
26720,Texas,Madisonville,1509 E Main St,30.9562,-95.897
26724,Texas,Lubbock,3300 block of East Bates,33.6007,-101.801
26725,Texas,Dallas,15000 block of Bent Tree Forest Circle,32.9667,-96.8139
26726,Texas,Houston,4800 block of Beechnut,29.6893,-95.4621
26728,Texas,Austin,2711 E CESAR CHAVEZ ST,30.2533,-97.714
26737,Texas,Houston,605 Berry,29.8377,-95.3681
26738,Texas,Bell (county),120 Bremond Street,31.1218,-97.5318
26751,Texas,Odessa,14000 block of W University Blvd,31.8331,-102.535
26765,Texas,Austin,8610 N LAMAR BLVD,30.3555,-97.7039
26770,Texas,Cypress,12900 Windfern Rd.,29.9633,-95.5451
26782,Texas,Amarillo,1400 block of North Johnson St.,35.2285,-101.826
26786,Texas,Laredo,,27.5144,-99.4994
26789,Texas,El Paso,3600 Lincoln,31.8199,-106.451
26794,Texas,Gainesville,,33.6295,-97.1173
26798,Texas,Stafford,Trinity and Greenbriar,29.6328,-95.5748
26842,Texas,Austin,3600 Presidential Blvd,30.2093,-97.6529
26865,Texas,Dallas,2700 North Harwood St.,32.7929,-96.807
26923,Texas,San Antonio,9800 Airport Blvd,29.5217,-98.4767
26929,Texas,Austin,9220 Interstate 35 Frontage Rd,30.3579,-97.6895
26950,Texas,Calallen,13000 Teague Lane,27.8608,-97.633
26985,Texas,Houston,Greenspoint Drive at Greens Road,29.9501,-95.4111
26989,Texas,Carthage,1086 Highway 59 South,32.1829,-94.3386
26990,Texas,Amarillo,10th Ave. and South Taylor St.,35.2241,-101.833
26991,Texas,Austin,South Pleasant Valley Road,30.2069,-97.7404
27003,Texas,Hughes Springs,CR 2986,32.9811,-94.618
27086,Texas,San Antonio,6700 block of Brothers Lane,29.507,-98.3622
27090,Texas,Pasadena,3100 block of Redfield,29.6932,-95.1682
27117,Texas,Austin,,30.2202,-97.7499
27119,Texas,El Paso,Taj Mahal,31.8959,-106.41
27122,Texas,Houston,12000 block of Aldine Westfield,30.0194,-95.3968
27178,Texas,Tyler,1527 N NW Loop 323,32.3682,-95.3425
27213,Texas,Amarillo,3700 E. Interstate 40,35.1925,-101.794
27219,Texas,Corpus Christi,1000 International Dr,27.7774,-97.5023
27222,Texas,San Antonio,3700 East Commerce,29.4251,-98.4241
27259,Texas,Amarillo,West Amarillo Boulevard and North Jefferson St.,35.222,-101.843
27337,Texas,Hale County,County Road V,34.0432,-102.028
27338,Texas,Arlington,2300 Silverbook Lane,32.7715,-97.0686
27362,Texas,Houston,2800 N Terminal Rd,29.9872,-95.3477
27367,Texas,Sugar Land,11902 Dairy Ashford Road,29.6502,-95.5979
27369,Texas,Lubbock,327 E. 40th St.,33.5585,-101.833
27465,Texas,Houston,7800 Airport Blvd,29.6578,-95.2767
27497,Texas,Beaumont,2400 Liberty Ave.,30.084,-94.1237
27499,Texas,Dallas,9700 block of Forest Lane,32.9092,-96.7245
27509,Texas,Houston,9400 Clearwood St.,29.6348,-95.2463
27512,Texas,Houston,Hilcroft and Windswept,29.7257,-95.5012
27528,Texas,Houston,2800 N Terminal Rd,29.9872,-95.3477
27540,Texas,Corpus Christi,11900 Leopard St.,27.8555,-97.6026
27562,Texas,Amarillo,East Amarillo Boulevard,35.2246,-101.739
27600,Texas,La Joya,,26.2593,-98.4815
27622,Texas,Longview,600 block of Baylor Dr.,32.5104,-94.7455
27630,Texas,La Joya,9 1/2 Street and Leo Avenue,26.2394,-98.481
27649,Texas,Austin,2600 Guadalupe,30.2915,-97.7416
27650,Texas,El Paso,11600 Pebble Hills,31.7824,-106.291
27658,Texas,San Antonio,Tezel Rd. and Mainland Dr.,29.5118,-98.6623
27700,Texas,Harris County,200 Dominion Park,29.7825,-95.7277
27713,Texas,Dallas,Dallas North Tollway,32.9078,-96.814
27737,Texas,Dallas,8400 block of Bunche Drive,32.9216,-96.7572
27755,Texas,San Antonio,Pine and E. Crockett St.,29.4238,-98.4703
27785,Texas,Dallas,9600 Scyene Rd.,32.7628,-96.6568
27800,Texas,San Antonio,1100 Hermine,29.4823,-98.5122
27827,Texas,Harris County,12260 W. FM 1960,29.9869,-95.4964
27831,Texas,Amarillo,1223 South Roberts St.,35.1988,-101.821
27834,Texas,Orange,16900 block of FM 1442,30.1811,-93.9014
27837,Texas,Beaumont,4365 South 4th Street,30.0442,-94.1147
27845,Texas,Dallas,2375 International Pkwy,32.8982,-97.0404
27875,Texas,Houston,West 34th Street,29.8173,-95.439
27931,Texas,Harris County,7600 Williams St.,29.8745,-95.5046
27936,Texas,Nacogdoches County,State Highway 21 and County Road 404,31.562,-94.511
27946,Texas,Houston,215 W. Little York,29.8698,-95.4017
27952,Texas,Bridge City,3100 Timberlake St.,30.0486,-93.8155
27990,Texas,San Antonio,1300 block of Delaware St.,29.4081,-98.467
28010,Texas,Corpus Christi,3100 Manshiem St.,27.7343,-97.4115
28013,Texas,Houston,2800 N Terminal Rd,29.9872,-95.3477
28039,Texas,Killeen,2700 block of East Veterans Memorial Boulevard,31.1067,-97.7101
28077,Texas,Harris County,Cypress Station Drive,30.0227,-95.4381
28135,Texas,Houston,6400 block of Myrtle ,29.7734,-95.3629
28171,Texas,Houston,7600 Williams,29.8745,-95.5046
28217,Texas,Houston,10000 block of Veterans Memorial Drive,29.9118,-95.4399
28232,Texas,San Antonio,9800 Airport Blvd,29.5217,-98.4767
28238,Texas,Lubbock,8800 Ash Ave.,33.5141,-101.836
28280,Texas,Beaumont,5015 Pine St.,30.128,-94.102
28296,Texas,Terrell,701 W. Newton St,32.7331,-96.2853
28322,Texas,Sugar Land,13245 University Blvd,29.586,-95.6481
28327,Texas,San Antonio,1700 block of Pan Am Expressway,29.477,-98.4062
28331,Texas,Bayside,,28.3202,-96.8986
28340,Texas,Abilene,Briarwood ,32.4628,-99.7602
28348,Texas,Houston,9800 block of Pagewood,29.726,-95.5415
28365,Texas,Arlington,2200 block of East Abram Street,32.7349,-97.0713
28367,Texas,Belton,,31.056,-97.4645
28393,Texas,Houston,2800 N Terminal Rd,29.9872,-95.3477
28454,Texas,Houston,3100 Dacca,29.6413,-95.3785
28473,Texas,Dallas,2375 International Pkwy,32.8982,-97.0404
28474,Texas,Seagraves,,32.9397,-102.574
28487,Texas,Bloomburg,County Rd 4915,33.1045,-94.0511
28503,Texas,Houston,9600 block of Bissonnet,29.6757,-95.5461
28527,Texas,Arlington,1100 East Abram St.,32.7353,-97.0944
28547,Texas,Corpus Christi,5100 Oakhurst Dr.,27.7192,-97.3943
28591,Texas,Houston,333 Uvalde,29.793,-95.1867
28592,Texas,Houston,East Crosstimbers,29.828,-95.4051
28620,Texas,Alvarado,1700 block of Woodview Drive,32.4573,-97.3245
28649,Texas,San Elizario,900 block of Luisa Guerra St.,31.5883,-106.281
28653,Texas,Dallas,7900 block of Huttig Avenue,32.7463,-96.6865
28657,Texas,Seguin,,29.5603,-97.9671
28691,Texas,Houston,2800 N Terminal Rd,29.9872,-95.3477
28696,Texas,Hedwig Village,Voss,29.7822,-95.5006
28714,Texas,Houston,10300 block of Airline Road,29.9354,-95.548
28723,Texas,Dallas,1900 block of Utica Drive,32.7443,-96.6855
28724,Texas,Dallas,3900 block of Altoona Drive,32.6959,-96.8914
28770,Texas,Killeen,2700 block of Taft St.,31.102,-97.7119
28794,Texas,San Antonio,4500 block of Diamondhead,29.4957,-98.4048
28804,Texas,Houston,10409 block of Amblewood,29.6638,-95.5836
28819,Texas,Odessa,2300 West 10th Street,31.8443,-102.394
28825,Texas,Fort Worth,6300 block of McCart Ave.,32.6531,-97.3647
28842,Texas,San Antonio,7900 block of Fredericksburg Road,29.5102,-98.566
28849,Texas,Laredo,,27.5144,-99.4994
28857,Texas,Houston,Hardy Toll Road and East Airtex,29.7604,-95.3698
28947,Texas,Austin,3600 Presidential Blvd,30.2093,-97.6529
28949,Texas,Harris County,6300 block of Chippewa,30.1405,-95.5205
28970,Texas,Dallas,2375 International Pkwy,32.8982,-97.0404
28993,Texas,Corpus Christi,Glen Willows Apartments,27.8006,-97.3964
29016,Texas,Corpus Christi,5802 Everhart Rd.,27.7027,-97.3917
29020,Texas,Lubbock,,33.5855,-101.859
29025,Texas,Houston,2800 N Terminal Rd,29.9872,-95.3477
29097,Texas,Harris County,10303 Airline Drive,29.9047,-95.4018
29112,Texas,Harker Heights,200 block of West Valley Rd.,31.0914,-97.6653
29136,Texas,Bryan,,30.636,-96.3616
29138,Texas,Corpus Christi,4100 Greenwood Dr.,27.7585,-97.4317
29140,Texas,Dallas,9800 block of Beckley Avenue,32.6275,-96.8228
29143,Texas,Universal City,300 block of Lindbergh Blvd.,29.5469,-98.2861
29145,Texas,Magnolia,14500 block of FM 1488,30.2209,-95.5673
29147,Texas,San Antonio,2300 block of NW Military,29.5432,-98.5287
29148,Texas,San Antonio,Wurzbach Rd. and Vance Jackson,29.5405,-98.5527
29188,Texas,San Antonio,2500 block of Nacogdoches,29.518,-98.4502
29222,Texas,Channelview,Lakeside,29.7751,-95.1031
29241,Texas,Bryan,1600 block of Saunders,30.6803,-96.3868
29254,Texas,Dilley,100 block of East White Street,28.6701,-99.1688
29280,Texas,San Antonio,100 block of S. San Ignacio St.,29.4312,-98.5621
29281,Texas,Corpus Christi,4401 Teak St.,27.7341,-97.3947
29294,Texas,Ector County,,31.8246,-102.53
29296,Texas,Terrell,400 block of Heather Lane Circle,32.7214,-96.311
29303,Texas,Spring,North Freeway,30.1255,-95.4431
29324,Texas,Travis County,FM 969 and Cadillac Dr.,30.2482,-97.5794
29343,Texas,Houston,Bayou Forest,29.7477,-95.5392
29382,Texas,Baytown,1600 block of N. Alexander,29.7399,-94.9532
29419,Texas,San Antonio,5800 block of Mayo Drive,29.4173,-98.6042
29482,Texas,Dallas,5125 Wynell Street,32.6865,-96.7828
29547,Texas,Harris County,Aldine Mail Route Road and Gloger Street,29.9025,-95.3312
29549,Texas,San Antonio,600 block of Isom Road,29.5285,-98.4929
29566,Texas,Houston,7800 Airport Blvd,29.6578,-95.2767
29619,Texas,Dallas,2375 International Pkwy,32.8982,-97.0404
29637,Texas,Laredo,1600 block of Lafayette Street,27.531,-99.511
29653,Texas,Dallas,9700 block of Harry Hines Boulevard,32.8522,-96.8782
29659,Texas,Fort Worth,2104 Jacksboro Highway,32.7816,-97.3727
29660,Texas,Humble,3403 FM 1960,30.0195,-95.3757
29662,Texas,Raymondville (Santa Monica),,,
29700,Texas,Houston,Sherwood Lane and West TC Jester Boulevard,29.8141,-95.4453
29712,Texas,Raymondville,FM 1420,,
29737,Texas,Houston,6300 block of South Gessner,29.711,-95.539
29778,Texas,Rio Grande City,,26.3748,-98.799
29796,Texas,Harris County,16800 Theiss Mall Route Rd.,30.0163,-95.5324
29805,Texas,Houston,12500 block of FM 1960,30.0197,-95.4276
29809,Texas,Laredo,600 block of East Ash Street,27.5264,-99.4902
29823,Texas,Houston,13300 block of Northborough,29.9586,-95.4233
29827,Texas,Dallas,5900 block of Highland Village Drive,32.6758,-96.7617
29828,Texas,Irving,1300 block of East Airport Freeway,32.8364,-96.93
29864,Texas,Lampasas,County Road 3010,31.0737,-98.1051
29878,Texas,Houston,2600 block of Crescent Park Drive,29.6092,-95.2711
29902,Texas,San Antonio,,29.469,-98.5285
29923,Texas,Austin,3600 Presidential Blvd,30.2093,-97.6529
29928,Texas,Fort Worth,8100 block of Calmont Avenue,32.7336,-97.4538
29934,Texas,Corpus Christi,,27.795,-97.3989
29942,Texas,Houston,7800 Airport Blvd,29.6578,-95.2767
29951,Texas,Houston,Gears Road,29.946,-95.4429
29972,Texas,Amarillo,3414 S. Virginia St,35.1773,-101.871
30047,Texas,Harris County,5790 FM 1960,29.9981,-95.1857
30049,Texas,Palestine,,31.7496,-95.6278
30050,Texas,League City,1500 block of Tahoe Court,29.4808,-95.0946
30068,Texas,Grapevine,3800 block of Grapevine Hills Parkway,32.9261,-97.082
30082,Texas,Fort Worth,600 block of Destin Drive,32.9083,-97.3709
30097,Texas,Harris County,5700 West FM 1960,29.9869,-95.4964
30122,Texas,Harris County,Robertcrest and Sandydale,29.9059,-95.3578
30124,Texas,Houston,Beltway 8 near Chocolate Bayou ,29.7604,-95.3698
30148,Texas,Austin,11800 Domain Drive,30.3975,-97.7196
30151,Texas,Floresville,,29.1624,-98.1871
30181,Texas,Las Cruces,,27.5311,-99.4909
30212,Texas,Palestine,,31.7496,-95.6278
30222,Texas,Houston,10100 Beechnut St,29.6895,-95.5575
30226,Texas,Corpus Christi,4200 Nolford Place,27.8494,-97.5998
30255,Texas,Houston,10700 block of Beechnut,29.6889,-95.5682
30274,Texas,League City,I-45,29.4844,-95.1028
30280,Texas,Dallas,2375 International Pkwy,32.8982,-97.0404
30325,Texas,Harris County,9500 block of Homeland,29.9651,-95.3347
30329,Texas,Texas City,,29.3975,-94.9198
30342,Texas,Amarillo,921 SW 6th Ave,35.2089,-101.848
30343,Texas,Longview,Delwood Drive,32.5271,-94.7337
30357,Texas,Garland,5200 block of Broadway Boulevard,32.8521,-96.599
30410,Texas,Dallas,8008 Cedar Springs Rd,32.841,-96.8486
30429,Texas,Lubbock,19th and Ave. W,33.5778,-101.865
30436,Texas,Amarillo,921 S.W. Sixth Ave,35.2089,-101.848
30445,Texas,Houston,,29.7654,-95.3663
30471,Texas,Houston,FM 1960 and Rolling Creek Dr,30.0129,-95.4532
30513,Texas,Olmito,,26.0292,-97.5477
30517,Texas,Corpus Christi,2200 block of Ruth St.,27.7829,-97.4133
30522,Texas,Houston,9600 block of Mona St.,29.85,-95.3431
30529,Texas,Jim Wells County,County Road 402,27.2751,-98.1005
30530,Texas,Dallas,8200 block of Abrams Rd.,32.8912,-96.7415
30566,Texas,Beaumont,,30.0726,-94.1052
30582,Texas,Odessa,,31.8472,-102.366
30586,Texas,Houston,1600 block of North Loop West,29.8089,-95.3199
30592,Texas,Houston,Bankside Drive,29.6631,-95.4991
30594,Texas,Bowie (county),200 block of Pecan St.,33.5124,-94.6224
30613,Texas,Houston,4800 block of Almeda Road,29.7269,-95.3774
30633,Texas,Austin,Cameron Rd. and East Rundberg Ln.,30.3508,-97.6759
30680,Texas,Lubbock,5000 block of I-27,33.5564,-101.844
30696,Texas,New Braunfels,,29.6962,-98.1106
30708,Texas,Houston,7800 Airport Blvd,29.6578,-95.2767
30711,Texas,Harris County,,29.7752,-95.3102
30735,Texas,San Antonio,FM 725,29.4156,-98.337
30752,Texas,Big Spring,County Road 2599 and Hwy 176,32.2408,-101.466
30758,Texas,Dallas,2375 International Pkwy,32.8982,-97.0404
30798,Texas,Louise,,29.1299,-96.3932
30836,Texas,Fort Worth,7300 block of Edervill Rd.,32.7579,-97.2001
30858,Texas,Houston,Sunnyside,29.6631,-95.3678
30887,Texas,Texas City,,29.3975,-94.9198
30931,Texas,Conroe,1100 South Seventh,30.302,-95.442
30932,Texas,Austin,Zachary Scott St.,30.1386,-97.7691
30935,Texas,Dallas,,32.7878,-96.7999
30964,Texas,San Antonio,16200 block of U.S. Highway 281 North,29.6289,-98.4597
30965,Texas,Dallas,,32.7878,-96.7999
30975,Texas,Houston,2800 N Terminal Rd,29.9872,-95.3477
30995,Texas,Tyler,Copeland and Loop 323,32.3029,-95.2901
30999,Texas,Gregg County,Highway 259,32.4182,-94.8459
31027,Texas,San Antonio,9200 block of Lytle,29.3307,-98.5412
31030,Texas,Dallas,2375 International Pkwy,32.8982,-97.0404
31039,Texas,Galveston (county),,29.5057,-95.0912
31040,Texas,Frisco,12451 Shepherds Hill Ln,33.1419,-96.7694
31053,Texas,Dallas,North Forty Lane,33.0007,-96.8126
31065,Texas,Houston,7800 Airport Blvd,29.6578,-95.2767
31076,Texas,Seguin,550 South 123 Bypass,29.5731,-97.9421
31085,Texas,Harris County,,29.7752,-95.3102
31087,Texas,Dallas,3600 block of Espanola Dr.,32.8684,-96.8588
31100,Texas,Houston,3900 block of Montrose,29.743,-95.4023
31113,Texas,Fort Worth,4140 E. Lancaster Ave.,32.7409,-97.2628
31164,Texas,Corpus Christi,3200 block of Gollihar,27.7382,-97.407
31166,Texas,Houston,Northborough,29.9568,-95.4232
31168,Texas,Pearland,,29.5608,-95.2805
31195,Texas,Hidalgo County,8215 Camino Escondido,26.2542,-98.2993
31207,Texas,Tyler,1200 block of West Loop 323,32.3028,-95.3125
31220,Texas,Houston,800 block of Heatherton Hill,29.6143,-95.4094
31258,Texas,San Antonio,6600 Fairdale,29.489,-98.4047
31260,Texas,Fort Worth,6500 Meadowbrook Dr.,32.746,-97.2179
31270,Texas,Houston,2800 N Terminal Rd,29.9872,-95.3477
31291,Texas,Palestine,1200 block of North Link St.,31.7714,-95.6296
31298,Texas,Temple,1000 block of South 29th St.,31.0908,-97.3603
31314,Texas,Spring,Misty Brook Bend Court,30.07,-95.5217
31317,Texas,Corpus Christi,4300 Carlton St.,27.748,-97.4174
31358,Texas,Houston,11900 block of Airline Dr.,29.8647,-95.3848
